Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,Purchase Year,Purchase Month,Response Delay Hrs,Resolution Hrs
52,1,27,1,0,2,0,5.0,2020,11,7.6425,2.683333333333333
34,2,25,3,0,3,0,1.0,2021,12,7.676111111111111,-1.65
20,2,2,1,0,3,0,2.0,2021,11,21.726666666666667,-0.7166666666666667
40,0,22,0,0,2,3,3.0,2020,6,6.032777777777778,8.25
44,0,33,0,0,2,2,3.0,2020,7,19.583333333333332,-18.766666666666666
37,2,20,3,0,2,3,2.0,2021,11,18.36777777777778,3.1666666666666665
67,0,41,1,0,0,0,4.0,2021,12,6.720277777777778,3.3833333333333333
19,2,32,2,0,0,3,5.0,2020,8,18.671944444444446,-8.616666666666667
36,1,28,1,0,2,1,1.0,2020,6,3.223888888888889,18.9
41,2,17,2,0,2,1,4.0,2021,5,19.874444444444446,-10.516666666666667
25,0,11,2,0,0,3,4.0,2020,12,3.042222222222222,8.983333333333333
33,0,17,4,0,0,3,5.0,2020,12,0.7772222222222223,3.0166666666666666
21,0,8,3,0,1,3,5.0,2021,10,11.146666666666667,-2.15
23,2,31,4,0,1,3,4.0,2021,3,21.31388888888889,-7.966666666666667
62,2,10,3,0,3,3,1.0,2021,2,6.398611111111111,-2.35
36,1,21,4,0,3,3,2.0,2020,6,8.034166666666666,-2.6666666666666665
43,0,40,4,0,0,2,2.0,2020,4,7.2875,4.766666666666667
43,2,25,2,0,1,3,4.0,2020,12,18.488611111111112,4.55
49,2,36,0,0,1,2,2.0,2021,3,9.3575,3.1
21,1,7,3,0,1,3,2.0,2020,6,3.658611111111111,19.916666666666668
21,1,14,0,0,2,3,2.0,2021,4,23.343611111111112,-6.083333333333333
18,0,40,3,0,0,2,5.0,2020,5,12.629444444444445,-11.35
53,0,22,4,0,3,0,5.0,2020,9,1.33,9.066666666666666
25,2,37,1,0,3,2,5.0,2021,4,15.463611111111112,-10.533333333333333
68,0,13,2,0,3,1,4.0,2020,4,19.497777777777777,-4.3
66,0,1,4,0,1,1,2.0,2020,6,15.998888888888889,4.133333333333334
25,1,15,1,0,1,2,1.0,2020,4,9.83361111111111,5.633333333333334
39,1,30,1,0,2,0,4.0,2020,6,11.935,10.183333333333334
42,1,38,0,0,3,0,2.0,2021,2,21.904166666666665,-17.733333333333334
38,1,25,4,0,1,0,5.0,2021,3,19.97111111111111,1.4
54,0,40,0,0,1,0,4.0,2021,2,20.155,-1.0666666666666667
54,0,38,4,0,3,1,5.0,2020,12,11.305555555555555,-1.0666666666666667
21,1,9,3,0,0,1,3.0,2020,6,4.289166666666667,-1.9833333333333334
49,0,5,1,0,3,0,5.0,2020,6,2.306388888888889,6.016666666666667
38,1,16,4,0,2,2,2.0,2020,12,12.940277777777778,9.333333333333334
35,0,41,1,0,0,3,4.0,2020,8,22.608055555555556,-10.85
54,2,11,3,0,2,3,5.0,2021,12,23.56,-18.75
27,0,12,3,0,2,2,5.0,2021,1,10.5125,9.966666666666667
52,0,21,0,0,3,1,5.0,2020,8,17.196666666666665,1.55
31,2,2,2,0,3,2,3.0,2020,7,13.846944444444444,1.5
65,1,16,0,0,1,0,4.0,2021,9,11.481666666666667,4.783333333333333
24,2,22,3,0,0,1,5.0,2021,3,4.8005555555555555,19.4
30,0,41,1,0,3,0,5.0,2020,9,21.750833333333333,-18.433333333333334
58,2,3,0,0,2,1,5.0,2020,9,12.17,-5.2
58,2,37,1,0,0,1,4.0,2021,7,21.605555555555554,-2.45
66,2,0,1,0,0,3,1.0,2020,1,14.123055555555556,-8.783333333333333
19,2,7,1,0,0,1,1.0,2020,2,3.2091666666666665,20.666666666666668
50,0,19,0,0,2,2,5.0,2020,7,21.676944444444445,-13.916666666666666
38,0,30,3,0,1,3,1.0,2021,8,23.245555555555555,-20.883333333333333
40,1,22,0,0,1,2,3.0,2021,2,21.829722222222223,-4.666666666666667
38,2,16,4,0,1,3,2.0,2020,10,1.2325,19.45
56,2,18,3,0,3,1,5.0,2021,12,4.816111111111111,-0.6833333333333333
35,1,37,4,0,2,1,5.0,2021,1,14.201944444444445,-12.4
62,0,26,0,0,0,3,5.0,2021,8,18.51888888888889,4.2
27,2,11,4,0,2,0,5.0,2021,7,23.45277777777778,-4.483333333333333
62,0,9,0,0,1,2,4.0,2020,12,8.887222222222222,9.866666666666667
47,1,22,1,0,0,0,1.0,2020,7,14.437777777777777,-1.4166666666666667
25,1,13,0,0,0,3,2.0,2020,11,6.139722222222222,-2.05
29,0,5,2,0,0,1,1.0,2020,11,12.206944444444444,4.833333333333333
48,0,20,0,0,3,1,4.0,2021,12,4.707222222222223,10.516666666666667
53,2,10,3,0,3,1,1.0,2021,7,6.924444444444444,9.6
48,0,17,2,0,0,2,1.0,2021,5,16.87527777777778,6.133333333333334
50,2,10,1,0,0,0,2.0,2020,6,22.946666666666665,-20.416666666666668
21,1,25,1,0,3,1,5.0,2021,11,5.7475,2.0166666666666666
66,1,1,0,0,2,3,2.0,2020,2,7.7813888888888885,2.1333333333333333
63,0,23,0,0,1,2,4.0,2020,3,7.515,-3.55
63,1,35,3,0,2,3,2.0,2020,1,9.349444444444444,6.466666666666667
66,0,20,1,0,1,2,4.0,2020,7,6.216944444444445,4.816666666666666
63,2,24,3,0,0,0,3.0,2020,1,11.400555555555556,-5.883333333333334
59,1,25,0,0,3,1,5.0,2021,7,18.78527777777778,-8.5
56,2,6,2,0,0,3,4.0,2020,3,21.6525,-13.5
65,0,36,3,0,3,3,1.0,2021,2,5.169444444444444,2.0166666666666666
28,0,34,1,0,0,3,3.0,2021,10,22.503055555555555,-17.816666666666666
67,1,21,3,0,1,2,5.0,2021,4,23.070555555555554,-15.533333333333333
40,0,8,3,0,3,0,1.0,2020,12,4.504444444444444,-3.6
34,0,30,4,0,2,0,1.0,2021,6,16.139166666666668,-7.816666666666666
55,2,8,4,0,3,0,2.0,2020,4,20.9425,-1.9
38,0,27,2,0,3,2,3.0,2020,6,11.293055555555556,-0.8333333333333334
38,1,5,4,0,2,2,3.0,2020,1,13.577222222222222,-5.383333333333334
69,0,38,2,0,2,2,5.0,2021,2,3.627222222222222,17.066666666666666
70,1,14,0,0,1,0,5.0,2020,9,10.944166666666666,-10.216666666666667
31,1,41,0,0,2,1,5.0,2020,2,3.861666666666667,-1.25
33,0,14,0,0,0,2,5.0,2021,3,7.7619444444444445,-5.3
45,0,25,3,0,0,1,5.0,2020,8,5.346388888888889,-4.783333333333333
20,1,15,2,0,2,3,2.0,2021,9,2.9808333333333334,9.133333333333333
51,0,35,0,0,0,0,2.0,2020,10,16.115,-8.5
64,0,9,3,0,1,0,4.0,2020,4,9.81638888888889,-5.1
46,0,18,4,0,1,3,1.0,2020,1,20.70138888888889,-10.766666666666667
18,1,21,3,0,0,3,4.0,2021,2,19.285,-13.15
69,1,32,4,0,2,2,5.0,2021,1,24.3025,-13.7
46,0,41,0,0,1,0,3.0,2020,2,1.0025,2.55
58,2,25,3,0,1,2,1.0,2021,7,15.152777777777779,7.016666666666667
45,1,34,4,0,2,0,2.0,2020,6,9.053055555555556,15.233333333333333
36,1,24,0,0,1,0,3.0,2021,9,2.020277777777778,15.483333333333333
51,1,0,1,0,3,2,3.0,2021,7,3.004722222222222,5.45
46,1,5,4,0,0,3,5.0,2021,6,16.208333333333332,-3.3666666666666667
30,0,32,3,0,2,0,1.0,2020,5,22.075555555555557,-21.233333333333334
46,1,17,0,0,3,3,3.0,2020,2,22.609166666666667,-0.18333333333333332
36,1,16,2,0,1,1,3.0,2020,5,5.61,12.233333333333333
49,0,16,1,0,1,1,1.0,2021,4,22.093888888888888,-8.35
65,0,36,2,0,0,1,5.0,2020,5,12.711666666666666,8.3
31,1,29,4,0,2,3,2.0,2020,11,2.645277777777778,0.95
45,2,34,4,0,1,3,1.0,2020,2,2.031111111111111,15.466666666666667
36,1,14,0,0,2,2,2.0,2020,7,23.849444444444444,-23.233333333333334
66,1,2,0,0,2,2,4.0,2020,7,7.166944444444445,-3.7333333333333334
52,0,29,3,0,3,2,2.0,2020,11,16.551111111111112,6.0
61,2,32,0,0,3,1,4.0,2020,9,9.086666666666666,-7.016666666666667
32,2,28,0,0,0,2,5.0,2020,1,18.505555555555556,5.4
67,0,27,4,0,3,1,1.0,2021,12,20.124166666666667,-16.933333333333334
59,1,27,1,0,1,1,5.0,2020,2,11.841388888888888,-6.65
67,2,3,4,0,0,3,3.0,2020,10,18.745277777777776,-9.116666666666667
58,2,32,4,0,1,1,5.0,2020,12,11.979444444444445,-2.0
30,2,41,0,0,2,2,2.0,2020,4,17.547777777777778,-3.2
33,2,7,3,0,2,1,1.0,2020,10,14.398055555555555,-4.933333333333334
46,1,28,0,0,3,1,5.0,2020,4,21.54861111111111,1.8
29,1,18,4,0,0,0,3.0,2020,9,17.801666666666666,3.0
63,1,21,3,0,2,3,3.0,2020,11,9.335277777777778,8.9
69,1,8,1,0,1,1,2.0,2021,8,17.420833333333334,-5.7
35,2,11,1,0,0,3,4.0,2021,2,20.30472222222222,-3.716666666666667
34,2,11,0,0,1,3,5.0,2020,4,16.49,5.833333333333333
29,0,21,3,0,2,2,2.0,2020,9,9.506944444444445,8.016666666666667
34,1,18,3,0,3,3,5.0,2020,7,2.4269444444444446,16.65
34,2,33,2,0,3,2,5.0,2021,8,6.977777777777778,-1.65
56,0,6,4,0,0,3,4.0,2020,12,13.995,4.05
34,0,11,1,0,3,0,4.0,2020,10,1.7825,8.316666666666666
28,2,21,1,0,3,1,4.0,2021,4,0.9663888888888889,3.3333333333333335
33,0,17,3,0,0,1,2.0,2021,5,2.0505555555555555,3.4
30,1,3,1,0,1,2,3.0,2020,3,15.568055555555556,-11.033333333333333
50,0,38,2,0,2,2,4.0,2020,6,23.501666666666665,-6.483333333333333
49,0,0,4,0,2,0,3.0,2021,5,14.58611111111111,0.9833333333333333
58,0,23,3,0,1,2,1.0,2020,9,6.136666666666667,-2.6
49,2,32,2,0,0,1,5.0,2020,1,20.753888888888888,3.3833333333333333
34,0,16,3,0,3,2,3.0,2020,7,20.7875,2.25
55,2,10,0,0,2,3,4.0,2020,2,6.921388888888889,9.466666666666667
58,2,37,1,0,2,0,5.0,2021,12,21.605555555555554,-0.11666666666666667
59,0,5,2,0,1,1,2.0,2020,10,14.223611111111111,-1.55
57,1,2,4,0,1,0,2.0,2020,1,18.125833333333333,0.16666666666666666
39,1,9,1,0,2,1,3.0,2021,7,21.029722222222222,-14.216666666666667
26,1,1,1,0,0,1,5.0,2020,10,15.333333333333334,6.05
21,2,24,2,0,1,1,4.0,2020,8,9.818055555555556,7.116666666666666
23,1,1,3,0,2,3,5.0,2020,7,6.485,-4.333333333333333
70,2,39,3,0,1,0,1.0,2021,9,5.185277777777777,15.216666666666667
36,0,13,4,0,2,2,1.0,2021,3,10.168888888888889,10.016666666666667
68,0,17,3,0,2,1,4.0,2021,3,7.620555555555556,4.166666666666667
66,1,6,2,0,3,1,4.0,2021,3,16.154722222222222,5.65
50,1,2,4,0,3,2,5.0,2020,6,9.772222222222222,0.18333333333333332
33,0,37,4,0,0,3,1.0,2020,10,3.506666666666667,13.683333333333334
46,2,21,4,0,1,0,3.0,2020,2,3.8744444444444444,-2.45
54,1,13,2,0,0,3,3.0,2020,1,1.8416666666666666,15.716666666666667
29,2,27,0,0,1,1,2.0,2020,11,18.21,-14.783333333333333
20,1,4,4,0,1,0,3.0,2021,10,22.128333333333334,-2.65
64,0,14,2,0,1,3,4.0,2020,2,9.880277777777778,3.0
47,2,16,4,0,0,3,1.0,2021,12,19.749166666666667,-14.966666666666667
25,1,22,0,0,1,3,4.0,2020,9,11.867222222222223,0.8666666666666667
38,0,4,4,0,3,1,2.0,2021,5,21.285555555555554,-7.45
62,0,6,4,0,3,0,3.0,2021,7,16.303055555555556,-13.833333333333334
23,2,11,1,0,2,2,4.0,2020,6,8.3375,-6.983333333333333
61,0,0,0,0,0,1,2.0,2021,4,9.571111111111112,3.85
55,0,39,4,0,2,0,1.0,2021,8,19.089444444444446,-2.216666666666667
61,0,29,1,0,2,3,5.0,2021,7,15.872777777777777,-2.25
53,1,30,2,0,2,3,1.0,2020,5,7.706666666666667,-6.566666666666666
56,1,13,3,0,1,1,1.0,2020,4,0.6080555555555556,14.233333333333333
27,1,7,2,0,3,0,5.0,2021,11,3.6419444444444444,17.783333333333335
31,1,20,4,0,1,1,4.0,2021,4,9.892222222222221,7.45
39,0,8,0,0,1,1,3.0,2021,3,14.876388888888888,-6.75
48,0,3,0,0,0,3,1.0,2020,2,23.41138888888889,-16.85
34,1,35,4,0,0,3,4.0,2021,1,2.144722222222222,7.566666666666666
30,0,30,4,0,2,0,5.0,2020,11,9.195277777777777,1.0333333333333334
66,2,27,1,0,3,3,3.0,2021,10,17.565,-9.966666666666667
56,0,30,3,0,3,3,2.0,2021,1,1.7822222222222222,16.283333333333335
47,2,2,1,0,0,2,1.0,2021,2,7.782777777777778,1.8666666666666667
60,0,12,4,0,2,3,3.0,2021,11,15.932777777777778,-14.25
20,0,18,3,0,0,2,1.0,2020,10,10.134166666666667,-7.816666666666666
63,0,10,3,0,0,0,1.0,2021,5,21.168055555555554,2.4833333333333334
56,2,38,0,0,2,3,5.0,2020,6,3.569722222222222,12.7
52,0,14,1,0,1,2,4.0,2020,2,12.786944444444444,2.4166666666666665
52,1,23,3,0,0,3,2.0,2021,11,15.938888888888888,-11.55
51,0,18,1,0,0,3,4.0,2021,5,0.7391666666666666,9.283333333333333
36,2,20,3,0,0,2,4.0,2020,7,19.393333333333334,-3.1333333333333333
46,1,8,0,0,1,0,1.0,2021,4,14.862777777777778,-10.15
27,1,35,3,0,0,0,1.0,2021,12,6.763055555555556,-0.6166666666666667
18,0,21,4,0,2,3,2.0,2020,11,10.114166666666666,4.266666666666667
68,1,11,2,0,2,1,2.0,2020,4,5.431111111111111,2.35
57,0,18,0,0,2,3,4.0,2021,6,12.364722222222222,-11.583333333333334
27,0,14,3,0,1,1,4.0,2021,6,11.215555555555556,4.9
55,0,19,2,0,0,1,4.0,2020,4,5.883333333333334,-5.0
29,1,6,0,0,1,3,5.0,2021,9,2.883611111111111,18.333333333333332
50,0,0,4,0,3,3,1.0,2021,9,3.0347222222222223,11.116666666666667
69,2,22,3,0,3,3,5.0,2021,10,9.21888888888889,-8.533333333333333
69,1,41,3,0,3,0,4.0,2020,12,1.5030555555555556,4.366666666666666
45,1,29,1,0,1,3,4.0,2021,9,23.686944444444446,-0.35
68,2,35,0,0,1,2,5.0,2020,5,6.054722222222222,14.5
68,0,12,1,0,2,1,5.0,2021,1,19.522222222222222,-15.066666666666666
63,0,26,3,0,2,2,4.0,2020,5,12.039444444444445,3.9166666666666665
18,2,26,3,0,0,3,2.0,2021,6,21.124166666666667,-19.366666666666667
70,0,1,3,0,2,2,3.0,2020,10,14.593333333333334,-1.2333333333333334
27,2,21,2,0,3,0,2.0,2020,12,16.44388888888889,-15.166666666666666
42,2,20,3,0,1,0,3.0,2021,9,6.662222222222222,17.016666666666666
53,0,31,4,0,2,1,2.0,2021,3,13.881944444444445,1.1666666666666667
24,1,37,0,0,3,1,5.0,2020,4,8.082222222222223,9.8
54,0,13,3,0,3,0,2.0,2021,10,18.483333333333334,4.216666666666667
59,1,3,1,0,3,0,4.0,2021,10,16.316666666666666,7.1
21,1,20,0,0,2,1,2.0,2020,7,14.317777777777778,-7.65
62,1,5,2,0,1,1,4.0,2020,2,22.385833333333334,-13.366666666666667
29,0,11,2,0,1,0,2.0,2021,10,10.386111111111111,-8.566666666666666
27,0,38,3,0,0,0,2.0,2021,1,22.537777777777777,-9.083333333333334
20,0,25,3,0,2,2,1.0,2020,9,20.255,2.683333333333333
51,1,25,4,0,3,3,3.0,2020,11,21.6225,-0.35
30,1,31,1,0,3,0,5.0,2021,5,9.372777777777777,3.45
41,1,10,3,0,2,2,1.0,2020,6,15.006944444444445,6.7
31,2,39,4,0,1,2,1.0,2021,1,15.240555555555556,-14.55
36,0,0,3,0,0,3,1.0,2021,8,21.925,1.7333333333333334
47,1,39,1,0,0,0,1.0,2021,7,20.725833333333334,-8.9
34,1,36,2,0,1,1,2.0,2020,1,13.793888888888889,-6.5
39,1,40,4,0,3,3,2.0,2021,2,15.777777777777779,-2.966666666666667
25,0,36,4,0,3,0,3.0,2021,4,8.928611111111111,1.2833333333333334
41,1,17,1,0,1,3,5.0,2021,5,21.7125,-12.15
22,2,40,4,0,1,0,3.0,2021,2,11.047777777777778,1.4333333333333333
22,1,22,4,0,3,0,5.0,2021,7,5.331666666666667,3.15
36,0,25,2,0,1,1,1.0,2020,9,16.466666666666665,-8.15
69,1,25,2,0,0,0,5.0,2020,5,16.385277777777777,-14.483333333333333
29,1,20,0,0,1,3,5.0,2020,5,17.035833333333333,1.7
35,2,8,4,0,2,0,3.0,2021,1,13.753055555555555,7.083333333333333
50,1,4,2,0,3,3,5.0,2020,6,19.405833333333334,-4.833333333333333
40,0,27,3,0,2,0,2.0,2021,2,3.506666666666667,20.75
23,2,32,3,0,1,1,5.0,2021,3,20.87361111111111,-12.866666666666667
57,0,30,3,0,2,0,4.0,2020,12,14.158055555555556,8.05
48,2,13,2,0,2,2,3.0,2020,8,17.526944444444446,3.65
35,1,34,4,0,1,0,3.0,2020,6,2.7291666666666665,9.5
45,0,17,3,0,1,3,3.0,2020,5,7.080277777777778,13.716666666666667
66,1,35,4,0,2,2,2.0,2021,12,1.1972222222222222,1.7333333333333334
63,1,10,4,0,0,1,3.0,2021,8,22.031111111111112,-3.7
62,1,35,3,0,3,0,3.0,2021,1,4.465,2.683333333333333
56,2,1,3,0,2,1,4.0,2021,8,7.148333333333333,10.6
43,2,37,3,0,0,3,1.0,2021,12,14.705277777777777,0.36666666666666664
42,0,39,3,0,2,3,1.0,2021,3,4.805833333333333,-2.25
59,0,24,3,0,3,2,5.0,2021,6,15.022777777777778,-1.4833333333333334
48,1,3,0,0,3,2,5.0,2020,2,4.489722222222222,-3.8333333333333335
61,0,36,0,0,0,1,5.0,2021,12,5.175,1.8
34,1,41,4,0,1,3,1.0,2020,8,16.344722222222224,1.9
66,0,16,4,0,1,3,1.0,2020,1,3.7133333333333334,5.116666666666666
55,0,7,0,0,1,0,2.0,2021,6,19.180555555555557,-10.683333333333334
63,2,1,2,0,0,3,2.0,2021,2,16.780833333333334,-2.5166666666666666
51,2,20,4,0,0,0,4.0,2021,8,1.333888888888889,4.383333333333334
28,1,7,0,0,3,1,5.0,2020,1,18.234444444444446,-8.4
18,2,19,3,0,2,0,4.0,2020,8,1.135,22.366666666666667
38,2,1,2,0,2,2,4.0,2020,7,14.27111111111111,-9.433333333333334
27,1,27,4,0,1,0,3.0,2021,12,20.288333333333334,-13.633333333333333
67,0,37,4,0,2,2,2.0,2020,1,2.1572222222222224,11.733333333333333
49,2,28,4,0,1,2,2.0,2021,10,22.024444444444445,-6.483333333333333
45,0,17,4,0,0,3,2.0,2020,12,6.459444444444444,15.2
38,1,11,2,0,3,0,5.0,2020,8,23.19472222222222,-0.7
33,0,39,2,0,3,2,3.0,2020,7,8.795833333333333,-5.65
36,0,13,4,0,0,0,4.0,2020,3,15.3125,-12.9
54,2,37,3,0,2,2,2.0,2020,3,3.1794444444444445,0.11666666666666667
43,1,38,2,0,2,1,4.0,2021,1,16.566666666666666,2.0166666666666666
48,0,31,2,0,1,3,2.0,2021,11,5.12,4.2
49,1,6,3,0,1,1,1.0,2021,1,6.420277777777778,7.016666666666667
59,1,24,1,0,1,0,1.0,2020,10,5.487222222222222,1.6833333333333333
33,2,29,1,0,1,0,2.0,2021,9,2.6041666666666665,12.05
52,2,22,1,0,3,0,3.0,2020,9,24.458055555555557,-22.083333333333332
22,1,8,2,0,3,3,3.0,2020,3,18.675,-1.5166666666666666
58,2,8,4,0,3,1,3.0,2021,7,23.525277777777777,-15.266666666666667
35,0,18,1,0,2,2,3.0,2021,4,4.027222222222222,6.583333333333333
19,2,36,1,0,3,1,3.0,2021,4,11.860555555555555,8.1
34,1,16,3,0,0,0,4.0,2021,4,9.461388888888889,0.11666666666666667
29,2,23,1,0,3,2,5.0,2020,7,16.932222222222222,-3.3833333333333333
36,1,33,2,0,1,1,3.0,2020,2,21.2825,-19.5
28,0,28,2,0,0,3,5.0,2021,12,3.8497222222222223,15.966666666666667
22,1,38,0,0,1,0,2.0,2020,12,12.1,9.583333333333334
56,1,13,3,0,0,3,1.0,2021,1,19.65111111111111,-0.8666666666666667
61,2,9,2,0,1,0,1.0,2020,4,9.669722222222223,-5.966666666666667
41,0,22,4,0,3,1,5.0,2020,1,12.4375,10.95
30,2,41,2,0,1,2,5.0,2021,11,13.905555555555555,4.05
29,2,21,3,0,1,0,2.0,2021,3,13.17361111111111,-0.43333333333333335
37,2,17,0,0,0,2,5.0,2020,10,9.041666666666666,0.85
59,0,13,3,0,1,3,5.0,2020,2,21.425833333333333,-14.733333333333333
43,0,10,3,0,1,3,2.0,2020,12,6.260833333333333,-5.15
43,2,19,1,0,1,0,2.0,2021,9,3.7630555555555554,-2.5833333333333335
70,0,22,1,0,1,1,1.0,2020,6,20.59638888888889,-14.566666666666666
61,2,2,0,0,3,2,5.0,2020,3,0.8983333333333333,16.716666666666665
24,0,8,4,0,3,2,1.0,2020,8,7.6658333333333335,3.1666666666666665
60,1,7,3,0,3,1,3.0,2020,3,8.382777777777777,0.9166666666666666
31,0,36,0,0,3,0,1.0,2020,6,7.567777777777778,8.366666666666667
30,0,6,0,0,3,0,4.0,2021,4,4.27,-1.1666666666666667
19,1,1,0,0,0,0,2.0,2021,10,18.3875,-3.2
59,1,21,3,0,1,0,3.0,2021,4,1.9747222222222223,17.383333333333333
28,1,0,2,0,2,1,4.0,2020,2,14.691666666666666,-6.933333333333334
63,1,29,4,0,2,0,1.0,2020,1,11.1425,12.05
39,0,32,4,0,1,1,3.0,2020,5,2.9277777777777776,9.266666666666667
30,2,38,2,0,2,1,2.0,2021,3,17.413055555555555,-2.3333333333333335
66,1,33,0,0,3,1,1.0,2021,1,13.9975,1.2833333333333334
68,0,7,3,0,3,0,4.0,2020,1,13.68138888888889,9.05
28,0,32,0,0,3,1,2.0,2020,8,14.449166666666667,-1.3833333333333333
60,1,29,1,0,0,0,1.0,2020,7,18.36861111111111,-16.716666666666665
55,2,4,3,0,0,3,3.0,2020,7,2.6030555555555557,15.283333333333333
39,1,21,1,0,0,3,1.0,2021,8,18.254444444444445,-7.45
62,2,20,0,0,1,3,4.0,2021,2,15.975555555555555,-5.733333333333333
29,0,37,2,0,0,1,4.0,2020,5,8.678333333333333,0.06666666666666667
61,1,8,1,0,3,1,3.0,2021,4,19.714166666666667,3.683333333333333
48,0,4,0,0,0,3,4.0,2020,9,4.181111111111111,4.1
22,1,24,1,0,1,1,5.0,2020,3,16.791666666666668,0.4
64,2,24,3,0,2,1,4.0,2021,1,7.592222222222222,2.283333333333333
53,2,26,4,0,1,2,5.0,2021,10,2.243333333333333,1.7333333333333334
63,2,1,3,0,1,0,5.0,2021,1,3.910833333333333,8.383333333333333
46,0,17,0,0,1,3,4.0,2020,10,22.2625,-21.383333333333333
21,1,38,1,0,0,2,3.0,2021,9,24.464166666666667,-1.35
58,2,29,4,0,0,3,4.0,2020,6,3.598611111111111,-1.65
34,2,41,3,0,0,2,5.0,2020,3,9.166666666666666,-8.45
33,1,29,2,0,1,3,4.0,2020,6,6.268055555555556,17.616666666666667
60,2,21,3,0,2,3,4.0,2020,12,12.869722222222222,2.783333333333333
34,0,25,1,0,3,1,5.0,2021,10,14.804166666666667,-0.35
48,2,20,1,0,1,1,3.0,2020,3,12.188888888888888,-9.8
45,1,17,3,0,0,2,3.0,2020,12,14.173055555555555,6.416666666666667
31,1,40,2,0,3,2,3.0,2021,5,11.273333333333333,-0.6333333333333333
66,1,1,1,0,3,2,5.0,2021,11,0.6911111111111111,0.45
18,0,31,0,0,0,1,4.0,2020,8,4.474722222222222,7.183333333333334
22,0,21,2,0,3,1,2.0,2021,8,6.325833333333334,9.05
27,2,1,4,0,3,2,1.0,2020,2,16.60972222222222,-1.7333333333333334
46,0,10,3,0,3,3,1.0,2021,2,9.360555555555555,-5.066666666666666
45,1,26,2,0,2,2,4.0,2021,7,24.395,0.16666666666666666
67,1,13,3,0,2,3,3.0,2020,10,6.413888888888889,5.35
38,0,31,4,0,1,3,3.0,2020,12,1.551388888888889,4.516666666666667
36,0,22,3,0,2,3,2.0,2021,9,16.98611111111111,-8.45
19,2,22,1,0,3,0,3.0,2021,8,8.536111111111111,14.333333333333334
41,1,10,1,0,0,3,5.0,2020,7,5.536388888888889,3.2333333333333334
54,0,15,2,0,0,1,1.0,2020,9,10.704166666666667,-5.433333333333334
28,0,6,2,0,2,3,4.0,2021,8,6.488611111111111,3.0833333333333335
38,2,15,1,0,0,2,3.0,2020,1,10.456666666666667,-8.333333333333334
65,2,10,0,0,0,0,2.0,2021,2,17.47388888888889,-3.966666666666667
50,0,9,4,0,0,0,5.0,2020,5,12.95861111111111,0.5166666666666667
28,0,25,2,0,1,3,2.0,2020,10,16.809444444444445,2.566666666666667
25,0,15,3,0,3,0,3.0,2021,3,6.895555555555555,-1.1
69,0,9,2,0,3,1,5.0,2021,7,7.746388888888889,13.033333333333333
22,0,22,0,0,1,0,5.0,2021,5,8.880277777777778,1.9833333333333334
54,1,27,0,0,3,2,4.0,2020,9,17.8825,-7.75
44,2,0,0,0,2,1,5.0,2021,8,20.333055555555557,2.033333333333333
49,0,22,2,0,2,3,5.0,2021,10,20.017777777777777,-4.5
54,1,12,3,0,2,3,5.0,2021,11,19.38722222222222,-6.966666666666667
30,1,18,0,0,1,2,2.0,2021,9,0.755,4.116666666666666
50,0,29,2,0,1,1,4.0,2021,7,6.839166666666666,15.133333333333333
38,0,30,3,0,3,0,4.0,2021,1,5.4575,2.75
32,0,17,3,0,2,2,2.0,2021,11,7.125555555555556,-4.733333333333333
49,0,27,0,0,3,1,5.0,2020,8,10.927222222222222,9.416666666666666
60,2,4,1,0,2,3,4.0,2020,5,2.528611111111111,6.483333333333333
28,2,10,0,0,3,1,3.0,2021,8,23.279444444444444,-19.566666666666666
53,0,32,2,0,3,0,4.0,2020,9,10.980833333333333,11.5
21,2,27,1,0,3,2,4.0,2021,3,24.299444444444443,-11.733333333333333
51,0,36,4,0,3,0,2.0,2021,11,19.85,-4.083333333333333
63,1,2,3,0,1,0,3.0,2021,9,13.568055555555556,6.183333333333334
29,0,37,4,0,1,0,3.0,2020,12,16.119444444444444,-15.383333333333333
44,0,16,0,0,0,3,5.0,2020,2,11.22,7.333333333333333
53,0,37,3,0,1,0,1.0,2020,5,2.638333333333333,17.166666666666668
67,1,5,0,0,1,1,3.0,2020,4,18.171944444444446,-11.933333333333334
70,1,39,1,0,0,2,5.0,2021,1,9.573333333333334,2.85
61,2,32,2,0,2,3,4.0,2020,9,20.956944444444446,-7.2
60,0,38,4,0,1,2,3.0,2020,10,7.507777777777778,3.566666666666667
54,2,36,3,0,3,1,4.0,2020,4,23.225,-13.766666666666667
40,0,29,4,0,3,1,5.0,2021,8,20.842222222222222,-6.366666666666666
50,2,30,4,0,3,1,3.0,2021,11,7.3277777777777775,15.8
54,1,41,4,0,1,0,3.0,2020,9,20.780555555555555,-17.833333333333332
59,2,2,2,0,3,0,1.0,2020,9,12.9475,6.7
42,1,21,2,0,2,0,5.0,2020,9,1.1480555555555556,-0.26666666666666666
61,1,22,4,0,0,3,2.0,2020,10,21.881944444444443,-7.3
18,1,40,0,0,0,0,4.0,2021,7,8.965833333333334,3.316666666666667
25,2,24,2,0,1,2,3.0,2020,4,17.349722222222223,0.08333333333333333
48,0,1,1,0,1,1,3.0,2020,9,17.85,-2.066666666666667
54,1,32,0,0,1,0,3.0,2021,4,4.651111111111111,15.066666666666666
